PM2.5,PM10,SO2,NO2,CO,O3,Skor,year,month,day,Datetime
114.08,133.83,13.71,53.62,1125.0,163.58,267.3,2015.0,7.0,11.0,2015-07-11
115.79,169.83,8.46,72.88,1041.67,176.06,264.12,2015.0,7.0,12.0,2015-07-12
57.26,80.83,5.25,64.79,633.33,191.17,172.1,2015.0,7.0,13.0,2015-07-13
40.33,69.21,5.38,46.38,650.0,189.47,166.8,2015.0,7.0,14.0,2015-07-14
38.08,69.17,4.21,71.83,729.17,103.88,169.39,2015.0,7.0,15.0,2015-07-15
41.62,49.71,2.04,45.92,804.17,117.1,176.76,2015.0,7.0,16.0,2015-07-16
37.67,45.62,2.58,50.79,862.5,81.96,180.19,2015.0,7.0,17.0,2015-07-17
51.88,56.46,2.0,44.83,820.83,119.6,182.6,2015.0,7.0,18.0,2015-07-18
76.79,78.79,2.0,50.42,950.0,107.79,210.96,2015.0,7.0,19.0,2015-07-19
96.38,96.67,2.64,57.85,1027.62,91.03,228.7,2015.0,7.0,20.0,2015-07-20
141.08,142.17,2.25,54.58,1229.17,107.54,279.46,2015.0,7.0,21.0,2015-07-21
65.83,70.08,3.17,57.62,837.5,113.85,191.34,2015.0,7.0,22.0,2015-07-22
45.42,50.67,4.6,67.16,849.53,72.81,181.7,2015.0,7.0,23.0,2015-07-23
58.71,81.71,5.7,66.42,816.67,89.06,186.38,2015.0,7.0,24.0,2015-07-24
91.88,115.75,6.83,55.67,891.67,121.96,213.96,2015.0,7.0,25.0,2015-07-25
125.12,140.42,8.12,46.54,1045.83,150.5,252.76,2015.0,7.0,26.0,2015-07-26
77.88,103.34,4.97,53.22,798.46,127.39,194.21,2015.0,7.0,27.0,2015-07-27
55.33,59.92,2.0,42.75,687.5,123.38,161.81,2015.0,7.0,28.0,2015-07-28
101.29,107.83,2.0,59.54,891.67,130.67,215.5,2015.0,7.0,29.0,2015-07-29
49.71,53.62,2.08,45.08,875.0,97.62,187.19,2015.0,7.0,30.0,2015-07-30
29.08,35.96,2.0,40.0,508.33,105.04,120.07,2015.0,7.0,31.0,2015-07-31
109.45,97.79,3.29,82.71,1304.17,58.83,276.04,2015.0,8.0,1.0,2015-08-01
109.02,61.46,2.0,52.71,962.5,91.92,213.27,2015.0,8.0,2.0,2015-08-02
81.5,78.68,6.26,56.37,1111.57,44.01,229.73,2015.0,8.0,3.0,2015-08-03
19.08,54.96,4.38,46.42,295.83,92.25,85.49,2015.0,8.0,4.0,2015-08-04
82.84,117.84,6.42,57.58,849.53,92.17,201.06,2015.0,8.0,5.0,2015-08-05
59.92,86.54,2.54,49.21,779.17,110.79,181.36,2015.0,8.0,6.0,2015-08-06
95.29,103.29,3.62,48.25,1295.83,89.29,272.59,2015.0,8.0,7.0,2015-08-07
42.21,58.21,2.25,53.21,929.17,95.92,196.83,2015.0,8.0,8.0,2015-08-08
55.08,83.46,3.42,59.25,1025.0,113.71,223.32,2015.0,8.0,9.0,2015-08-09
45.46,77.12,3.04,55.5,962.5,101.12,207.46,2015.0,8.0,10.0,2015-08-10
100.67,141.17,7.96,45.04,1645.83,142.0,347.11,2015.0,8.0,11.0,2015-08-11
82.58,135.75,7.33,42.58,1212.5,145.29,271.0,2015.0,8.0,12.0,2015-08-12
123.79,180.21,10.54,52.71,1558.33,151.38,346.16,2015.0,8.0,13.0,2015-08-13
60.67,76.17,7.93,34.54,875.0,87.6,190.32,2015.0,8.0,14.0,2015-08-14
25.83,55.04,6.17,49.62,595.83,84.68,136.2,2015.0,8.0,15.0,2015-08-15
37.33,91.96,9.33,53.0,775.0,143.33,184.99,2015.0,8.0,16.0,2015-08-16
80.34,168.79,10.93,46.33,1098.46,132.82,256.28,2015.0,8.0,17.0,2015-08-17
46.17,86.46,4.0,46.5,804.17,107.62,182.49,2015.0,8.0,18.0,2015-08-18
56.08,69.75,2.08,46.79,820.83,94.08,181.6,2015.0,8.0,19.0,2015-08-19
32.62,47.88,2.0,29.08,637.5,115.46,144.09,2015.0,8.0,20.0,2015-08-20
13.92,32.88,2.96,28.04,458.33,111.0,107.86,2015.0,8.0,21.0,2015-08-21
17.67,36.46,4.08,28.12,741.67,75.04,150.51,2015.0,8.0,22.0,2015-08-22
21.96,32.54,4.58,29.04,883.33,76.58,174.67,2015.0,8.0,23.0,2015-08-23
13.0,21.58,2.0,27.46,562.5,68.5,115.84,2015.0,8.0,24.0,2015-08-24
14.5,28.29,2.0,33.0,591.67,62.12,121.93,2015.0,8.0,25.0,2015-08-25
11.83,21.83,2.0,33.79,525.0,66.92,110.23,2015.0,8.0,26.0,2015-08-26
11.54,22.5,2.0,35.62,545.83,73.0,115.08,2015.0,8.0,27.0,2015-08-27
15.29,31.88,2.17,32.88,562.5,79.42,120.69,2015.0,8.0,28.0,2015-08-28
29.21,52.29,2.04,30.0,683.33,128.58,154.24,2015.0,8.0,29.0,2015-08-29
29.67,36.42,2.0,32.58,1137.5,72.25,218.4,2015.0,8.0,30.0,2015-08-30
28.58,30.92,2.0,27.62,879.17,68.08,172.73,2015.0,8.0,31.0,2015-08-31
10.38,13.29,2.0,23.12,591.67,53.25,115.62,2015.0,9.0,1.0,2015-09-01
9.62,16.0,2.0,25.12,454.17,55.35,93.71,2015.0,9.0,2.0,2015-09-02
14.17,28.62,2.0,23.42,491.67,80.71,106.76,2015.0,9.0,3.0,2015-09-03
53.08,58.79,3.0,33.42,1983.33,69.68,366.88,2015.0,9.0,4.0,2015-09-04
19.75,20.08,2.0,28.71,733.33,82.29,147.69,2015.0,9.0,5.0,2015-09-05
16.67,28.96,2.0,38.83,550.0,75.06,118.59,2015.0,9.0,6.0,2015-09-06
23.79,45.79,2.21,49.62,666.67,76.67,144.12,2015.0,9.0,7.0,2015-09-07
54.0,97.58,6.08,70.29,954.17,99.06,213.53,2015.0,9.0,8.0,2015-09-08
39.04,60.25,2.21,65.88,808.33,50.58,171.05,2015.0,9.0,9.0,2015-09-09
9.25,13.25,2.25,41.5,458.33,31.43,92.67,2015.0,9.0,10.0,2015-09-10
18.21,15.71,2.54,41.12,416.67,46.33,90.1,2015.0,9.0,11.0,2015-09-11
12.67,22.17,3.6,41.68,427.62,50.36,93.02,2015.0,9.0,12.0,2015-09-12
25.04,63.17,4.25,60.33,650.0,53.46,142.71,2015.0,9.0,13.0,2015-09-13
68.42,118.33,10.08,84.71,1029.17,75.81,231.09,2015.0,9.0,14.0,2015-09-14
114.58,140.33,14.33,93.0,1429.17,100.92,315.39,2015.0,9.0,15.0,2015-09-15
129.43,155.76,12.23,88.49,1408.95,99.91,315.8,2015.0,9.0,16.0,2015-09-16
145.18,165.8,14.88,85.45,1637.03,101.21,358.26,2015.0,9.0,17.0,2015-09-17
88.71,102.08,3.71,72.12,1150.0,72.01,248.1,2015.0,9.0,18.0,2015-09-18
21.96,48.04,3.08,71.0,637.5,57.5,139.85,2015.0,9.0,19.0,2015-09-19
82.88,116.96,10.38,68.0,1250.0,86.31,269.09,2015.0,9.0,20.0,2015-09-20
103.12,153.08,19.38,96.58,1566.67,88.58,337.9,2015.0,9.0,21.0,2015-09-21
146.0,152.21,15.54,79.25,1870.83,67.06,388.48,2015.0,9.0,22.0,2015-09-22
30.54,44.92,2.0,52.79,783.33,63.67,162.88,2015.0,9.0,23.0,2015-09-23
110.25,134.42,5.62,75.71,1466.67,58.1,308.46,2015.0,9.0,24.0,2015-09-24
20.58,31.83,3.12,50.17,666.67,49.46,136.97,2015.0,9.0,25.0,2015-09-25
31.17,68.58,7.17,57.67,725.0,71.01,160.1,2015.0,9.0,26.0,2015-09-26
56.96,96.21,4.12,86.33,1112.5,50.88,234.5,2015.0,9.0,27.0,2015-09-27
53.71,58.09,6.86,64.61,1505.25,43.38,288.65,2015.0,9.0,28.0,2015-09-28
49.5,49.5,5.82,62.12,1330.25,14.07,251.88,2015.0,9.0,29.0,2015-09-29
27.42,30.12,5.11,52.11,851.08,25.82,165.28,2015.0,9.0,30.0,2015-09-30
21.63,25.17,3.79,29.67,412.5,51.5,90.71,2015.0,10.0,1.0,2015-10-01
24.83,67.04,2.62,63.25,670.83,45.85,145.74,2015.0,10.0,2.0,2015-10-02
26.88,70.75,3.67,64.5,725.0,48.96,156.63,2015.0,10.0,3.0,2015-10-03
116.5,162.46,8.67,105.79,1591.67,51.43,339.42,2015.0,10.0,4.0,2015-10-04
217.0,222.96,7.71,114.46,2262.5,79.46,484.02,2015.0,10.0,5.0,2015-10-05
312.96,315.25,9.96,133.5,2558.33,96.81,571.14,2015.0,10.0,6.0,2015-10-06
289.42,289.42,9.67,85.96,2358.33,56.75,514.93,2015.0,10.0,7.0,2015-10-07
18.38,20.79,2.25,21.83,291.67,47.06,67.0,2015.0,10.0,8.0,2015-10-08
19.67,49.42,2.46,29.0,425.0,39.62,94.2,2015.0,10.0,9.0,2015-10-09
6.08,14.67,2.42,12.89,270.83,52.43,59.89,2015.0,10.0,10.0,2015-10-10
8.38,20.08,2.42,20.12,375.0,69.5,82.58,2015.0,10.0,11.0,2015-10-11
14.54,34.83,4.42,58.88,487.5,44.01,107.36,2015.0,10.0,12.0,2015-10-12
36.71,75.83,6.92,94.54,1033.33,30.38,212.95,2015.0,10.0,13.0,2015-10-13
107.0,148.71,17.58,127.38,2512.5,28.22,490.23,2015.0,10.0,14.0,2015-10-14
121.21,143.88,10.42,128.5,1983.33,56.33,407.28,2015.0,10.0,15.0,2015-10-15
213.92,225.92,15.79,156.12,2516.67,65.51,532.32,2015.0,10.0,16.0,2015-10-16
314.71,314.71,17.83,170.88,3166.67,43.33,671.36,2015.0,10.0,17.0,2015-10-17
71.46,84.92,8.25,68.17,1100.0,35.89,228.12,2015.0,10.0,18.0,2015-10-18
60.33,104.58,7.21,69.96,1025.0,31.75,216.47,2015.0,10.0,19.0,2015-10-19
80.29,107.0,10.92,86.04,1704.17,9.26,332.95,2015.0,10.0,20.0,2015-10-20
47.33,49.21,3.62,51.71,1091.67,16.96,210.08,2015.0,10.0,21.0,2015-10-21
31.46,34.17,2.21,61.0,970.83,16.26,185.99,2015.0,10.0,22.0,2015-10-22
54.96,58.79,2.17,75.29,1183.33,18.42,232.16,2015.0,10.0,23.0,2015-10-23
58.21,72.29,3.29,67.38,1329.17,29.1,259.91,2015.0,10.0,24.0,2015-10-24
30.62,61.46,4.58,74.79,895.83,17.62,180.82,2015.0,10.0,25.0,2015-10-25
32.88,50.46,2.25,36.42,570.83,41.56,122.4,2015.0,10.0,26.0,2015-10-26
16.38,40.83,3.71,46.21,700.0,36.5,140.6,2015.0,10.0,27.0,2015-10-27
7.17,13.29,4.79,32.12,400.0,51.01,84.73,2015.0,10.0,28.0,2015-10-28
6.83,17.5,3.79,26.62,408.33,52.71,85.96,2015.0,10.0,29.0,2015-10-29
22.46,52.5,5.62,60.96,650.0,24.81,136.06,2015.0,10.0,30.0,2015-10-30
39.75,70.04,6.38,70.46,970.83,21.71,196.53,2015.0,10.0,31.0,2015-10-31
84.52,104.14,10.84,86.78,1235.03,30.26,258.59,2015.0,11.0,1.0,2015-11-01
89.88,126.96,9.0,104.21,1958.33,17.17,384.26,2015.0,11.0,2.0,2015-11-02
156.67,188.08,16.92,116.88,2450.0,28.72,492.88,2015.0,11.0,3.0,2015-11-03
208.42,240.46,15.33,150.21,2816.67,5.83,572.82,2015.0,11.0,4.0,2015-11-04
121.25,121.25,12.83,74.58,1241.67,19.06,265.11,2015.0,11.0,5.0,2015-11-05
20.17,20.17,5.79,36.12,658.33,35.21,129.3,2015.0,11.0,6.0,2015-11-06
15.75,16.12,3.33,32.04,550.0,45.56,110.47,2015.0,11.0,7.0,2015-11-07
55.33,56.42,4.92,57.96,975.0,28.5,196.36,2015.0,11.0,8.0,2015-11-08
142.62,145.67,3.25,75.67,2254.17,7.31,438.12,2015.0,11.0,9.0,2015-11-09
137.26,140.0,3.75,72.5,2229.17,4.33,431.17,2015.0,11.0,10.0,2015-11-10
118.25,118.92,4.67,69.46,2370.83,7.97,448.35,2015.0,11.0,11.0,2015-11-11
167.58,168.33,5.79,72.38,3229.17,4.04,607.88,2015.0,11.0,12.0,2015-11-12
228.04,228.04,14.5,83.71,3895.83,6.76,742.81,2015.0,11.0,13.0,2015-11-13
281.96,281.96,16.46,97.12,4450.0,7.92,855.9,2015.0,11.0,14.0,2015-11-14
207.88,215.79,14.29,89.04,4187.5,21.47,789.33,2015.0,11.0,15.0,2015-11-15
57.0,60.17,11.96,64.5,1670.83,10.88,312.56,2015.0,11.0,16.0,2015-11-16
59.08,78.0,9.92,60.29,1595.83,13.72,302.81,2015.0,11.0,17.0,2015-11-17
65.21,77.08,10.33,59.25,1304.17,8.21,254.04,2015.0,11.0,18.0,2015-11-18
81.33,82.33,4.96,54.38,1854.17,5.64,347.14,2015.0,11.0,19.0,2015-11-19
65.92,65.92,12.71,53.96,2887.5,4.08,515.02,2015.0,11.0,20.0,2015-11-20
43.63,43.63,6.93,54.97,2460.96,8.32,436.41,2015.0,11.0,21.0,2015-11-21
51.08,51.08,5.33,54.71,1291.67,17.08,245.16,2015.0,11.0,22.0,2015-11-22
36.51,36.63,12.28,39.15,876.08,42.84,173.92,2015.0,11.0,23.0,2015-11-23
26.75,29.38,6.46,54.54,1041.67,29.67,198.08,2015.0,11.0,24.0,2015-11-24
55.96,60.29,15.71,51.67,1362.5,33.01,263.19,2015.0,11.0,25.0,2015-11-25
34.42,42.09,15.22,40.85,956.79,46.1,189.24,2015.0,11.0,26.0,2015-11-26
194.88,202.58,20.04,119.5,3437.5,14.14,664.77,2015.0,11.0,27.0,2015-11-27
279.71,280.17,18.96,131.67,4758.33,10.0,913.14,2015.0,11.0,28.0,2015-11-28
251.83,257.88,15.83,136.38,6233.33,17.1,1152.06,2015.0,11.0,29.0,2015-11-29
353.26,383.67,11.85,155.93,3772.06,11.81,781.43,2015.0,11.0,30.0,2015-11-30
477.59,484.46,28.72,168.47,3700.3,15.07,812.44,2015.0,12.0,1.0,2015-12-01
19.13,19.47,6.34,23.37,553.7,55.46,112.91,2015.0,12.0,2.0,2015-12-02
8.96,12.0,14.29,16.96,462.5,50.56,94.21,2015.0,12.0,3.0,2015-12-03
24.79,34.17,6.62,44.38,1000.0,40.42,191.73,2015.0,12.0,4.0,2015-12-04
50.17,69.5,15.42,77.67,1495.83,26.26,289.14,2015.0,12.0,5.0,2015-12-05
138.04,163.04,32.46,105.67,3500.0,12.42,658.6,2015.0,12.0,6.0,2015-12-06
184.92,201.08,38.33,111.71,4237.5,13.1,797.77,2015.0,12.0,7.0,2015-12-07
268.33,270.04,2.83,109.25,5595.83,11.04,1042.89,2015.0,12.0,8.0,2015-12-08
254.88,254.88,33.08,116.33,4375.0,10.31,840.75,2015.0,12.0,9.0,2015-12-09
115.83,115.83,20.0,71.62,2525.0,32.21,480.08,2015.0,12.0,10.0,2015-12-10
43.42,49.62,16.88,74.0,1312.5,24.26,253.45,2015.0,12.0,11.0,2015-12-11
104.08,121.33,27.88,96.25,2737.5,13.33,516.73,2015.0,12.0,12.0,2015-12-12
164.54,186.29,42.21,113.08,4254.17,14.93,795.87,2015.0,12.0,13.0,2015-12-13
141.12,141.96,13.46,83.12,3137.5,33.92,591.85,2015.0,12.0,14.0,2015-12-14
6.0,11.62,5.58,15.79,400.0,60.14,83.19,2015.0,12.0,15.0,2015-12-15
6.5,12.21,7.77,17.33,500.0,42.42,97.7,2015.0,12.0,16.0,2015-12-16
55.84,60.63,14.14,69.68,1460.96,22.28,280.59,2015.0,12.0,17.0,2015-12-17
71.38,86.29,20.71,86.08,2362.5,24.88,441.97,2015.0,12.0,18.0,2015-12-18
140.75,160.96,35.79,103.29,4016.67,17.26,745.79,2015.0,12.0,19.0,2015-12-19
196.83,200.17,39.67,124.92,4650.0,11.79,870.56,2015.0,12.0,20.0,2015-12-20
245.58,249.12,29.17,123.42,5462.5,14.14,1020.66,2015.0,12.0,21.0,2015-12-21
322.54,329.5,43.22,124.04,5812.03,10.92,1107.04,2015.0,12.0,22.0,2015-12-22
234.34,247.17,26.56,111.68,5552.62,22.03,1032.4,2015.0,12.0,23.0,2015-12-23
77.5,83.83,18.02,74.05,1785.96,34.68,345.67,2015.0,12.0,24.0,2015-12-24
512.29,545.88,15.53,166.69,4859.1,15.9,1019.23,2015.0,12.0,25.0,2015-12-25
283.42,332.96,11.67,122.54,4943.82,9.25,950.61,2015.0,12.0,26.0,2015-12-26
44.17,49.92,19.21,65.71,1491.67,17.6,281.38,2015.0,12.0,27.0,2015-12-27
125.46,140.21,41.12,91.38,3412.5,8.12,636.46,2015.0,12.0,28.0,2015-12-28
287.46,320.29,56.62,122.33,5600.0,14.31,1066.84,2015.0,12.0,29.0,2015-12-29
98.33,104.42,25.58,59.79,2250.0,36.62,429.12,2015.0,12.0,30.0,2015-12-30
58.34,82.54,21.0,82.33,1854.17,18.26,352.77,2015.0,12.0,31.0,2015-12-31
164.96,194.67,45.67,122.62,3929.17,10.67,744.63,2016.0,1.0,1.0,2016-01-01
272.79,289.17,49.54,143.88,5612.5,16.1,1064.0,2016.0,1.0,2.0,2016-01-02
263.38,269.12,21.88,106.17,4295.83,13.83,828.37,2016.0,1.0,3.0,2016-01-03
45.46,46.96,8.08,40.88,1158.33,48.31,224.67,2016.0,1.0,4.0,2016-01-04
31.17,42.04,7.79,46.67,1016.67,35.17,196.58,2016.0,1.0,5.0,2016-01-05
23.88,37.62,11.5,43.92,954.17,37.85,184.82,2016.0,1.0,6.0,2016-01-06
11.92,23.17,7.67,28.04,554.17,48.21,112.2,2016.0,1.0,7.0,2016-01-07
30.96,46.29,14.5,45.29,925.0,40.35,183.73,2016.0,1.0,8.0,2016-01-08
68.0,83.67,25.71,85.71,1845.83,15.75,354.11,2016.0,1.0,9.0,2016-01-09
43.67,58.54,18.75,66.92,1566.67,26.31,296.81,2016.0,1.0,10.0,2016-01-10
15.75,30.34,2.89,27.89,719.29,53.06,141.54,2016.0,1.0,11.0,2016-01-11
12.83,26.5,8.79,30.08,662.5,48.56,131.54,2016.0,1.0,12.0,2016-01-12
19.58,44.08,14.5,53.46,862.5,35.96,171.68,2016.0,1.0,13.0,2016-01-13
60.54,87.54,25.12,84.33,1729.17,27.64,335.72,2016.0,1.0,14.0,2016-01-14
88.71,121.75,34.83,98.96,2420.83,14.79,463.31,2016.0,1.0,15.0,2016-01-15
121.92,142.58,49.79,83.92,2866.67,12.35,546.21,2016.0,1.0,16.0,2016-01-16
42.58,50.79,8.17,34.62,1100.0,49.67,214.31,2016.0,1.0,17.0,2016-01-17
13.13,49.42,2.67,17.83,541.67,45.64,111.73,2016.0,1.0,18.0,2016-01-18
54.17,77.46,20.42,72.25,1595.83,17.17,306.22,2016.0,1.0,19.0,2016-01-19
126.5,149.62,68.21,92.88,4100.0,13.76,758.5,2016.0,1.0,20.0,2016-01-20
137.38,140.58,35.92,78.83,3350.0,11.0,625.62,2016.0,1.0,21.0,2016-01-21
17.75,31.12,5.25,19.62,800.0,58.18,155.32,2016.0,1.0,22.0,2016-01-22
13.92,45.46,2.64,15.14,660.96,56.89,132.5,2016.0,1.0,23.0,2016-01-23
12.46,55.0,7.46,25.21,812.5,52.14,160.79,2016.0,1.0,24.0,2016-01-24
20.17,38.92,21.17,16.88,966.67,47.79,185.27,2016.0,1.0,25.0,2016-01-25
42.76,66.13,17.21,18.18,1053.7,47.39,207.56,2016.0,1.0,26.0,2016-01-26
105.43,115.42,37.1,48.37,2239.66,23.81,428.3,2016.0,1.0,27.0,2016-01-27
142.71,153.17,53.57,67.94,3109.41,25.49,592.05,2016.0,1.0,28.0,2016-01-28
61.33,94.25,42.67,57.12,2162.5,20.5,406.4,2016.0,1.0,29.0,2016-01-29
52.83,66.08,25.96,54.62,1600.0,27.97,304.58,2016.0,1.0,30.0,2016-01-30
11.17,23.67,8.33,20.75,550.0,57.88,111.97,2016.0,1.0,31.0,2016-01-31
13.67,26.42,10.92,29.29,683.33,54.01,136.27,2016.0,2.0,1.0,2016-02-01
24.75,30.92,16.83,47.33,933.33,44.75,182.98,2016.0,2.0,2.0,2016-02-02
33.96,40.75,23.25,56.04,1129.17,36.01,219.86,2016.0,2.0,3.0,2016-02-03
12.0,21.42,15.0,18.29,504.17,68.83,106.62,2016.0,2.0,4.0,2016-02-04
12.46,35.54,8.38,13.5,441.67,70.51,97.01,2016.0,2.0,5.0,2016-02-05
18.21,28.83,9.12,27.12,675.0,58.33,136.1,2016.0,2.0,6.0,2016-02-06
36.88,65.17,20.79,36.67,1062.5,54.31,212.72,2016.0,2.0,7.0,2016-02-07
220.75,245.25,72.92,41.12,1270.83,47.71,316.43,2016.0,2.0,8.0,2016-02-08
38.75,47.92,21.21,39.83,1054.17,54.56,209.41,2016.0,2.0,9.0,2016-02-09
102.12,110.46,63.46,72.17,3100.0,24.42,578.77,2016.0,2.0,10.0,2016-02-10
161.67,176.25,59.46,66.42,3933.33,19.43,736.09,2016.0,2.0,11.0,2016-02-11
155.12,156.12,23.21,48.29,2558.33,30.12,495.2,2016.0,2.0,12.0,2016-02-12
9.75,12.12,6.08,8.79,404.17,61.93,83.81,2016.0,2.0,13.0,2016-02-13
6.5,13.5,2.0,6.83,358.33,67.67,75.8,2016.0,2.0,14.0,2016-02-14
6.83,55.83,8.12,10.33,325.0,67.72,78.97,2016.0,2.0,15.0,2016-02-15
6.42,43.12,19.62,13.5,291.67,71.21,74.26,2016.0,2.0,16.0,2016-02-16
52.51,59.26,13.5,49.0,1120.83,40.14,222.54,2016.0,2.0,17.0,2016-02-17
16.92,33.38,3.38,23.12,508.33,67.33,108.74,2016.0,2.0,18.0,2016-02-18
15.62,28.79,3.93,24.17,516.67,60.06,108.21,2016.0,2.0,19.0,2016-02-19
17.67,23.21,6.89,21.3,456.79,65.06,98.49,2016.0,2.0,20.0,2016-02-20
78.08,104.38,28.92,56.42,1541.67,32.06,306.92,2016.0,2.0,21.0,2016-02-21
84.04,96.46,19.04,42.79,1475.0,42.67,293.33,2016.0,2.0,22.0,2016-02-22
13.46,19.96,7.46,15.54,404.17,67.01,87.93,2016.0,2.0,23.0,2016-02-23
25.79,44.96,11.54,36.17,841.67,47.08,167.87,2016.0,2.0,24.0,2016-02-24
22.58,45.67,9.38,36.5,741.67,47.97,150.63,2016.0,2.0,25.0,2016-02-25
33.62,60.54,12.67,33.17,729.17,54.88,154.01,2016.0,2.0,26.0,2016-02-26
20.54,30.29,8.75,27.17,579.17,56.93,120.47,2016.0,2.0,27.0,2016-02-27
35.54,56.67,8.62,31.04,904.17,45.25,180.22,2016.0,2.0,28.0,2016-02-28
32.67,47.12,12.29,36.58,716.67,49.22,149.09,2016.0,2.0,29.0,2016-02-29
125.17,138.88,35.17,75.62,2237.5,25.79,439.69,2016.0,3.0,1.0,2016-03-01
169.96,183.17,42.71,96.25,2962.5,29.06,580.61,2016.0,3.0,2.0,2016-03-02
303.17,312.33,58.83,100.62,4220.83,20.08,835.98,2016.0,3.0,3.0,2016-03-03
348.92,361.54,65.92,100.08,5429.17,10.43,1052.68,2016.0,3.0,4.0,2016-03-04
70.38,351.21,4.46,18.5,420.83,66.17,155.26,2016.0,3.0,5.0,2016-03-05
75.25,197.38,31.46,61.25,1562.5,22.89,325.12,2016.0,3.0,6.0,2016-03-06
50.0,100.71,14.83,30.42,991.67,53.33,206.83,2016.0,3.0,7.0,2016-03-07
23.46,32.92,4.7,16.03,384.41,67.21,88.12,2016.0,3.0,8.0,2016-03-08
63.23,46.17,4.62,12.46,341.67,66.08,89.04,2016.0,3.0,9.0,2016-03-09
58.28,57.38,5.62,16.21,387.5,69.68,99.11,2016.0,3.0,10.0,2016-03-10
29.54,60.34,10.21,33.38,625.0,58.42,136.15,2016.0,3.0,11.0,2016-03-11
112.58,154.67,47.58,69.25,2133.33,27.18,424.1,2016.0,3.0,12.0,2016-03-12
27.75,50.92,11.0,26.58,654.17,71.17,140.26,2016.0,3.0,13.0,2016-03-13
82.55,129.88,21.61,50.44,1263.58,45.42,265.58,2016.0,3.0,14.0,2016-03-14
141.39,211.3,48.19,58.05,1443.82,35.56,323.05,2016.0,3.0,15.0,2016-03-15
254.38,291.34,40.77,62.72,2485.96,62.49,532.94,2016.0,3.0,16.0,2016-03-16
293.88,298.21,29.08,74.04,2533.33,48.58,546.19,2016.0,3.0,17.0,2016-03-17
213.08,216.67,13.46,57.25,1779.17,61.39,390.17,2016.0,3.0,18.0,2016-03-18
70.79,142.92,16.04,32.79,1158.33,64.75,247.6,2016.0,3.0,19.0,2016-03-19
64.08,126.79,7.42,47.92,1070.83,50.51,227.92,2016.0,3.0,20.0,2016-03-20
129.92,235.33,18.67,63.57,1360.96,54.76,310.54,2016.0,3.0,21.0,2016-03-21
118.33,253.62,26.25,68.0,1725.0,34.85,371.01,2016.0,3.0,22.0,2016-03-22
24.88,47.13,4.47,27.26,531.79,64.72,116.71,2016.0,3.0,23.0,2016-03-23
22.17,36.8,3.86,36.98,480.25,58.04,106.35,2016.0,3.0,24.0,2016-03-24
16.29,31.83,2.04,34.0,441.67,62.42,98.04,2016.0,3.0,25.0,2016-03-25
10.75,28.79,9.54,26.08,400.0,70.56,90.95,2016.0,3.0,26.0,2016-03-26
13.08,40.58,10.88,33.88,437.5,67.04,100.49,2016.0,3.0,27.0,2016-03-27
76.75,229.58,22.38,62.5,854.17,41.43,214.47,2016.0,3.0,28.0,2016-03-28
17.88,80.25,11.08,24.67,350.0,75.12,93.17,2016.0,3.0,29.0,2016-03-29
27.46,75.17,14.96,36.62,525.0,64.47,123.95,2016.0,3.0,30.0,2016-03-30
152.54,263.46,51.29,61.92,1579.17,59.21,361.27,2016.0,3.0,31.0,2016-03-31
34.92,127.75,13.46,21.75,387.5,68.56,108.99,2016.0,4.0,1.0,2016-04-01
6.67,22.92,9.5,15.04,200.0,76.08,55.04,2016.0,4.0,2.0,2016-04-02
15.29,48.67,2.75,18.38,262.5,79.31,71.15,2016.0,4.0,3.0,2016-04-03
68.88,120.29,9.75,36.71,587.5,72.54,149.28,2016.0,4.0,4.0,2016-04-04
114.13,153.17,19.03,43.35,973.46,80.03,230.53,2016.0,4.0,5.0,2016-04-05
146.08,172.92,35.58,52.58,2062.5,63.12,422.13,2016.0,4.0,6.0,2016-04-06
87.96,139.67,3.29,39.25,1054.17,60.72,230.84,2016.0,4.0,7.0,2016-04-07
28.63,97.17,5.46,28.75,295.83,76.04,88.65,2016.0,4.0,8.0,2016-04-08
100.03,258.29,14.85,46.97,731.79,57.95,201.65,2016.0,4.0,9.0,2016-04-09
102.13,204.38,18.04,39.62,816.67,66.83,207.94,2016.0,4.0,10.0,2016-04-10
49.76,121.76,11.49,40.11,567.75,60.21,141.85,2016.0,4.0,11.0,2016-04-11
77.12,100.08,7.54,47.88,566.67,39.38,139.78,2016.0,4.0,12.0,2016-04-12
102.08,146.62,5.96,47.38,841.67,64.2,201.32,2016.0,4.0,13.0,2016-04-13
24.67,101.83,3.25,23.96,333.33,91.92,96.49,2016.0,4.0,14.0,2016-04-14
61.88,116.96,20.79,50.29,1133.33,51.81,239.18,2016.0,4.0,15.0,2016-04-15
26.17,77.21,3.67,15.71,279.17,64.96,77.82,2016.0,4.0,16.0,2016-04-16
12.0,35.0,2.17,10.08,237.5,88.39,64.19,2016.0,4.0,17.0,2016-04-17
14.12,31.33,2.96,16.88,283.33,82.46,71.85,2016.0,4.0,18.0,2016-04-18
70.04,96.04,19.38,49.17,1291.67,34.06,260.06,2016.0,4.0,19.0,2016-04-19
69.29,93.96,8.68,33.51,744.29,77.35,171.18,2016.0,4.0,20.0,2016-04-20
105.96,172.13,7.72,51.05,940.12,69.03,224.34,2016.0,4.0,21.0,2016-04-21
36.54,98.04,2.0,18.67,233.33,93.08,80.28,2016.0,4.0,22.0,2016-04-22
